strategy_name,hold_bars,stop_distance_points,min_avg_range,momentum_lookback,total_trades,trades_per_year,passes_trade_filter,reject_reason,net_pnl,gross_profit,gross_loss,average_trade,profit_factor,max_drawdown,win_rate,average_mae_points,average_mfe_points,is_trades,oos_trades,is_pf,oos_pf,recent_12m_trades,recent_12m_pf,quality_flag,quality_score,pct_profitable_years,max_consecutive_losing_years,consistency_flag,strategy_type,combo_filters,combo_filter_class_names
RefinedMR_HB8_ATR0.75_DIST1.2_MOM0,8,0.75,1.2,0,218,11.975409836065573,True,ACCEPT,-42459.0,169987.5,-212446.5,-194.77,0.8,-87434.0,42.2,-7.0,8.0,25,193,0.75,0.8,34,2.32,LOW_IS_SAMPLE,0.5786,0.3529,5,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB40_ATR0.75_DIST1.2_MOM0,40,0.75,1.2,0,209,11.481012182283049,True,ACCEPT,-42631.0,233337.5,-275968.5,-203.98,0.85,-131934.0,30.62,-9.11,12.63,23,186,0.65,0.87,32,2.58,LOW_IS_SAMPLE,0.565,0.4118,4,MIXED,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB32_ATR0.4_DIST1.4_MOM0,32,0.4,1.4,0,185,10.162618438862987,True,ACCEPT,-42642.5,306353.5,-348996.0,-230.5,0.88,-126419.0,17.3,-7.23,9.9,14,171,0.61,0.9,33,2.02,LOW_IS_SAMPLE,0.5118,0.4,4,MIXED,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB12_ATR0.75_DIST1.0_MOM0,12,0.75,1.0,0,106,5.822905700105279,True,ACCEPT,-42945.5,80702.0,-123647.5,-405.15,0.65,-65626.0,34.91,-8.29,9.43,12,94,0.35,0.68,16,2.51,LOW_IS_SAMPLE,0.4798,0.3333,6,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB16_ATR1.0_DIST1.0_MOM0,16,1.0,1.0,0,105,5.767972627462776,True,ACCEPT,-43152.5,63519.5,-106672.0,-410.98,0.6,-62173.0,38.1,-9.91,11.45,12,93,0.28,0.63,16,1.82,LOW_IS_SAMPLE,0.4108,0.3333,7,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB12_ATR0.4_DIST1.2_MOM0,12,0.4,1.2,0,221,12.14020905399308,True,ACCEPT,-43255.5,287264.0,-330519.5,-195.73,0.87,-115386.5,26.24,-5.97,7.67,25,196,0.73,0.88,33,2.06,LOW_IS_SAMPLE,0.529,0.3529,6,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB32_ATR0.75_DIST1.0_MOM0,32,0.75,1.0,0,103,5.658106482177771,True,ACCEPT,-43390.0,95622.0,-139012.0,-421.26,0.69,-76117.5,32.04,-9.58,11.39,12,91,0.28,0.75,16,2.35,LOW_IS_SAMPLE,0.4732,0.4667,3,MIXED,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB48_ATR0.75_DIST1.4_MOM0,48,0.75,1.4,0,177,9.723153857722966,True,ACCEPT,-43657.0,234292.5,-277949.5,-246.65,0.84,-98240.0,23.16,-9.8,13.76,14,163,0.29,0.89,32,1.8,LOW_IS_SAMPLE,0.4175,0.3333,4,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB8_ATR0.75_DIST1.4_MOM0,8,0.75,1.4,0,182,9.99781922093548,True,ACCEPT,-43712.0,157821.5,-201533.5,-240.18,0.78,-75315.0,36.81,-7.71,8.74,15,167,0.45,0.81,33,1.95,LOW_IS_SAMPLE,0.4593,0.2,6,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
RefinedMR_HB16_ATR0.75_DIST1.2_MOM0,16,0.75,1.2,0,214,11.755677545495562,True,ACCEPT,-43737.0,197203.5,-240940.5,-204.38,0.82,-101849.0,36.45,-7.94,10.15,24,190,0.65,0.83,33,2.64,LOW_IS_SAMPLE,0.5609,0.3529,5,INCONSISTENT,mean_reversion,"DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter","DistanceBelowSMAFilter,ReversalUpBarFilter,LowVolatilityRegimeFilter,AboveLongTermSMAFilter,CloseNearLowFilter"
